system,adaptation,provenance,domain,language,language_name,task,split,sample_count,raw_precision,raw_recall,raw_f1,fixed_f1,format_failures,none_predictions,origin
Gemma-2 zero-shot,published baseline,M-ABSA published result,laptop,de,German,uabsa,test,,,,54.6,,,,M-ABSA paper (published)
Llama-3.1 zero-shot,published baseline,M-ABSA published result,laptop,de,German,uabsa,test,,,,46.43,,,,M-ABSA paper (published)
Mistral zero-shot,published baseline,M-ABSA published result,laptop,de,German,uabsa,test,,,,44.75,,,,M-ABSA paper (published)
Qwen-2.5 zero-shot,published baseline,M-ABSA published result,laptop,de,German,uabsa,test,,,,48.38,,,,M-ABSA paper (published)
mT5-base fine-tuned,published baseline,M-ABSA published result,laptop,fr,French,tasd,test,,,,24.91,,,,M-ABSA paper (published)
Gemma-2 zero-shot,published baseline,M-ABSA published result,laptop,fr,French,tasd,test,,,,19.36,,,,M-ABSA paper (published)
Llama-3.1 zero-shot,published baseline,M-ABSA published result,laptop,fr,French,tasd,test,,,,14.44,,,,M-ABSA paper (published)
Mistral zero-shot,published baseline,M-ABSA published result,laptop,fr,French,tasd,test,,,,3.75,,,,M-ABSA paper (published)
Qwen-2.5 zero-shot,published baseline,M-ABSA published result,laptop,fr,French,tasd,test,,,,18.04,,,,M-ABSA paper (published)
mT5-base fine-tuned,published baseline,M-ABSA published result,laptop,fr,French,uabsa,test,,,,48.65,,,,M-ABSA paper (published)
Gemma-2 zero-shot,published baseline,M-ABSA published result,laptop,fr,French,uabsa,test,,,,46.15,,,,M-ABSA paper (published)
Llama-3.1 zero-shot,published baseline,M-ABSA published result,laptop,fr,French,uabsa,test,,,,32.4,,,,M-ABSA paper (published)
Mistral zero-shot,published baseline,M-ABSA published result,laptop,fr,French,uabsa,test,,,,32.19,,,,M-ABSA paper (published)
Qwen-2.5 zero-shot,published baseline,M-ABSA published result,laptop,fr,French,uabsa,test,,,,39.94,,,,M-ABSA paper (published)
mT5-base fine-tuned,published baseline,M-ABSA published result,laptop,ar,Arabic,tasd,test,,,,18.73,,,,M-ABSA paper (published)
Gemma-2 zero-shot,published baseline,M-ABSA published result,laptop,ar,Arabic,tasd,test,,,,18.31,,,,M-ABSA paper (published)
Llama-3.1 zero-shot,published baseline,M-ABSA published result,laptop,ar,Arabic,tasd,test,,,,9.53,,,,M-ABSA paper (published)
Mistral zero-shot,published baseline,M-ABSA published result,laptop,ar,Arabic,tasd,test,,,,2.55,,,,M-ABSA paper (published)
Qwen-2.5 zero-shot,published baseline,M-ABSA published result,laptop,ar,Arabic,tasd,test,,,,7.79,,,,M-ABSA paper (published)
mT5-base fine-tuned,published baseline,M-ABSA published result,laptop,ar,Arabic,uabsa,test,,,,38.54,,,,M-ABSA paper (published)
Gemma-2 zero-shot,published baseline,M-ABSA published result,laptop,ar,Arabic,uabsa,test,,,,48.23,,,,M-ABSA paper (published)
Llama-3.1 zero-shot,published baseline,M-ABSA published result,laptop,ar,Arabic,uabsa,test,,,,40.67,,,,M-ABSA paper (published)
Mistral zero-shot,published baseline,M-ABSA published result,laptop,ar,Arabic,uabsa,test,,,,18.31,,,,M-ABSA paper (published)
Qwen-2.5 zero-shot,published baseline,M-ABSA published result,laptop,ar,Arabic,uabsa,test,,,,39.94,,,,M-ABSA paper (published)
mT5-base fine-tuned,published baseline,M-ABSA published result,laptop,hi,Hindi,tasd,test,,,,23.41,,,,M-ABSA paper (published)
Gemma-2 zero-shot,published baseline,M-ABSA published result,laptop,hi,Hindi,tasd,test,,,,20.08,,,,M-ABSA paper (published)
Llama-3.1 zero-shot,published baseline,M-ABSA published result,laptop,hi,Hindi,tasd,test,,,,16.62,,,,M-ABSA paper (published)
Mistral zero-shot,published baseline,M-ABSA published result,laptop,hi,Hindi,tasd,test,,,,1.73,,,,M-ABSA paper (published)
Qwen-2.5 zero-shot,published baseline,M-ABSA published result,laptop,hi,Hindi,tasd,test,,,,10.42,,,,M-ABSA paper (published)
mT5-base fine-tuned,published baseline,M-ABSA published result,laptop,hi,Hindi,uabsa,test,,,,42.5,,,,M-ABSA paper (published)
Gemma-2 zero-shot,published baseline,M-ABSA published result,laptop,hi,Hindi,uabsa,test,,,,54.49,,,,M-ABSA paper (published)
Llama-3.1 zero-shot,published baseline,M-ABSA published result,laptop,hi,Hindi,uabsa,test,,,,45.97,,,,M-ABSA paper (published)
Mistral zero-shot,published baseline,M-ABSA published result,laptop,hi,Hindi,uabsa,test,,,,30.39,,,,M-ABSA paper (published)
Qwen-2.5 zero-shot,published baseline,M-ABSA published result,laptop,hi,Hindi,uabsa,test,,,,45.9,,,,M-ABSA paper (published)
mT5-base fine-tuned,published baseline,M-ABSA published result,laptop,sw,Swahili,tasd,test,,,,16.65,,,,M-ABSA paper (published)
Gemma-2 zero-shot,published baseline,M-ABSA published result,laptop,sw,Swahili,tasd,test,,,,15.32,,,,M-ABSA paper (published)
Llama-3.1 zero-shot,published baseline,M-ABSA published result,laptop,sw,Swahili,tasd,test,,,,6.91,,,,M-ABSA paper (published)
Mistral zero-shot,published baseline,M-ABSA published result,laptop,sw,Swahili,tasd,test,,,,1.0,,,,M-ABSA paper (published)
Qwen-2.5 zero-shot,published baseline,M-ABSA published result,laptop,sw,Swahili,tasd,test,,,,5.75,,,,M-ABSA paper (published)
mT5-base fine-tuned,published baseline,M-ABSA published result,laptop,sw,Swahili,uabsa,test,,,,34.34,,,,M-ABSA paper (published)
Gemma-2 zero-shot,published baseline,M-ABSA published result,laptop,sw,Swahili,uabsa,test,,,,44.29,,,,M-ABSA paper (published)
Llama-3.1 zero-shot,published baseline,M-ABSA published result,laptop,sw,Swahili,uabsa,test,,,,29.33,,,,M-ABSA paper (published)
Mistral zero-shot,published baseline,M-ABSA published result,laptop,sw,Swahili,uabsa,test,,,,16.67,,,,M-ABSA paper (published)
Qwen-2.5 zero-shot,published baseline,M-ABSA published result,laptop,sw,Swahili,uabsa,test,,,,23.49,,,,M-ABSA paper (published)
mT5-base fine-tuned,published baseline,M-ABSA published result,phone,en,English,tasd,test,,,,47.24,,,,M-ABSA paper (published)
Gemma-2 zero-shot,published baseline,M-ABSA published result,phone,en,English,tasd,test,,,,25.68,,,,M-ABSA paper (published)
Llama-3.1 zero-shot,published baseline,M-ABSA published result,phone,en,English,tasd,test,,,,13.62,,,,M-ABSA paper (published)
Mistral zero-shot,published baseline,M-ABSA published result,phone,en,English,tasd,test,,,,2.71,,,,M-ABSA paper (published)
Qwen-2.5 zero-shot,published baseline,M-ABSA published result,phone,en,English,tasd,test,,,,18.21,,,,M-ABSA paper (published)
mT5-base fine-tuned,published baseline,M-ABSA published result,phone,en,English,uabsa,test,,,,73.36,,,,M-ABSA paper (published)
Gemma-2 zero-shot,published baseline,M-ABSA published result,phone,en,English,uabsa,test,,,,32.32,,,,M-ABSA paper (published)
Llama-3.1 zero-shot,published baseline,M-ABSA published result,phone,en,English,uabsa,test,,,,32.32,,,,M-ABSA paper (published)
Mistral zero-shot,published baseline,M-ABSA published result,phone,en,English,uabsa,test,,,,28.93,,,,M-ABSA paper (published)
Qwen-2.5 zero-shot,published baseline,M-ABSA published result,phone,en,English,uabsa,test,,,,34.09,,,,M-ABSA paper (published)
mT5-base fine-tuned,published baseline,M-ABSA published result,phone,de,German,tasd,test,,,,27.31,,,,M-ABSA paper (published)
Gemma-2 zero-shot,published baseline,M-ABSA published result,phone,de,German,tasd,test,,,,29.17,,,,M-ABSA paper (published)
Llama-3.1 zero-shot,published baseline,M-ABSA published result,phone,de,German,tasd,test,,,,13.92,,,,M-ABSA paper (published)
Mistral zero-shot,published baseline,M-ABSA published result,phone,de,German,tasd,test,,,,6.12,,,,M-ABSA paper (published)
Qwen-2.5 zero-shot,published baseline,M-ABSA published result,phone,de,German,tasd,test,,,,17.16,,,,M-ABSA paper (published)
mT5-base fine-tuned,published baseline,M-ABSA published result,phone,de,German,uabsa,test,,,,42.83,,,,M-ABSA paper (published)
Gemma-2 zero-shot,published baseline,M-ABSA published result,phone,de,German,uabsa,test,,,,39.8,,,,M-ABSA paper (published)
Llama-3.1 zero-shot,published baseline,M-ABSA published result,phone,de,German,uabsa,test,,,,30.11,,,,M-ABSA paper (published)
Mistral zero-shot,published baseline,M-ABSA published result,phone,de,German,uabsa,test,,,,29.46,,,,M-ABSA paper (published)
Qwen-2.5 zero-shot,published baseline,M-ABSA published result,phone,de,German,uabsa,test,,,,33.08,,,,M-ABSA paper (published)
mT5-base fine-tuned,published baseline,M-ABSA published result,phone,fr,French,tasd,test,,,,24.37,,,,M-ABSA paper (published)
Gemma-2 zero-shot,published baseline,M-ABSA published result,phone,fr,French,tasd,test,,,,21.51,,,,M-ABSA paper (published)
Llama-3.1 zero-shot,published baseline,M-ABSA published result,phone,fr,French,tasd,test,,,,11.83,,,,M-ABSA paper (published)
Mistral zero-shot,published baseline,M-ABSA published result,phone,fr,French,tasd,test,,,,1.05,,,,M-ABSA paper (published)
Qwen-2.5 zero-shot,published baseline,M-ABSA published result,phone,fr,French,tasd,test,,,,11.31,,,,M-ABSA paper (published)
mT5-base fine-tuned,published baseline,M-ABSA published result,phone,fr,French,uabsa,test,,,,33.98,,,,M-ABSA paper (published)
Gemma-2 zero-shot,published baseline,M-ABSA published result,phone,fr,French,uabsa,test,,,,31.15,,,,M-ABSA paper (published)
Llama-3.1 zero-shot,published baseline,M-ABSA published result,phone,fr,French,uabsa,test,,,,25.18,,,,M-ABSA paper (published)
Mistral zero-shot,published baseline,M-ABSA published result,phone,fr,French,uabsa,test,,,,20.98,,,,M-ABSA paper (published)
Qwen-2.5 zero-shot,published baseline,M-ABSA published result,phone,fr,French,uabsa,test,,,,27.83,,,,M-ABSA paper (published)
mT5-base fine-tuned,published baseline,M-ABSA published result,phone,ar,Arabic,tasd,test,,,,16.97,,,,M-ABSA paper (published)
Gemma-2 zero-shot,published baseline,M-ABSA published result,phone,ar,Arabic,tasd,test,,,,25.33,,,,M-ABSA paper (published)
Llama-3.1 zero-shot,published baseline,M-ABSA published result,phone,ar,Arabic,tasd,test,,,,9.79,,,,M-ABSA paper (published)
Mistral zero-shot,published baseline,M-ABSA published result,phone,ar,Arabic,tasd,test,,,,2.58,,,,M-ABSA paper (published)
Qwen-2.5 zero-shot,published baseline,M-ABSA published result,phone,ar,Arabic,tasd,test,,,,6.34,,,,M-ABSA paper (published)
mT5-base fine-tuned,published baseline,M-ABSA published result,phone,ar,Arabic,uabsa,test,,,,27.14,,,,M-ABSA paper (published)
Gemma-2 zero-shot,published baseline,M-ABSA published result,phone,ar,Arabic,uabsa,test,,,,32.88,,,,M-ABSA paper (published)
Llama-3.1 zero-shot,published baseline,M-ABSA published result,phone,ar,Arabic,uabsa,test,,,,26.07,,,,M-ABSA paper (published)
Mistral zero-shot,published baseline,M-ABSA published result,phone,ar,Arabic,uabsa,test,,,,9.94,,,,M-ABSA paper (published)
Qwen-2.5 zero-shot,published baseline,M-ABSA published result,phone,ar,Arabic,uabsa,test,,,,24.07,,,,M-ABSA paper (published)
mT5-base fine-tuned,published baseline,M-ABSA published result,phone,hi,Hindi,tasd,test,,,,21.48,,,,M-ABSA paper (published)
Gemma-2 zero-shot,published baseline,M-ABSA published result,phone,hi,Hindi,tasd,test,,,,26.04,,,,M-ABSA paper (published)
Llama-3.1 zero-shot,published baseline,M-ABSA published result,phone,hi,Hindi,tasd,test,,,,11.8,,,,M-ABSA paper (published)
Mistral zero-shot,published baseline,M-ABSA published result,phone,hi,Hindi,tasd,test,,,,2.95,,,,M-ABSA paper (published)
Qwen-2.5 zero-shot,published baseline,M-ABSA published result,phone,hi,Hindi,tasd,test,,,,4.49,,,,M-ABSA paper (published)
mT5-base fine-tuned,published baseline,M-ABSA published result,phone,hi,Hindi,uabsa,test,,,,35.91,,,,M-ABSA paper (published)
Gemma-2 zero-shot,published baseline,M-ABSA published result,phone,hi,Hindi,uabsa,test,,,,36.11,,,,M-ABSA paper (published)
Llama-3.1 zero-shot,published baseline,M-ABSA published result,phone,hi,Hindi,uabsa,test,,,,29.01,,,,M-ABSA paper (published)
Mistral zero-shot,published baseline,M-ABSA published result,phone,hi,Hindi,uabsa,test,,,,18.75,,,,M-ABSA paper (published)
Qwen-2.5 zero-shot,published baseline,M-ABSA published result,phone,hi,Hindi,uabsa,test,,,,27.48,,,,M-ABSA paper (published)
mT5-base fine-tuned,published baseline,M-ABSA published result,phone,sw,Swahili,tasd,test,,,,13.66,,,,M-ABSA paper (published)
Gemma-2 zero-shot,published baseline,M-ABSA published result,phone,sw,Swahili,tasd,test,,,,22.59,,,,M-ABSA paper (published)
Llama-3.1 zero-shot,published baseline,M-ABSA published result,phone,sw,Swahili,tasd,test,,,,10.54,,,,M-ABSA paper (published)
Mistral zero-shot,published baseline,M-ABSA published result,phone,sw,Swahili,tasd,test,,,,1.15,,,,M-ABSA paper (published)
Qwen-2.5 zero-shot,published baseline,M-ABSA published result,phone,sw,Swahili,tasd,test,,,,3.77,,,,M-ABSA paper (published)
mT5-base fine-tuned,published baseline,M-ABSA published result,phone,sw,Swahili,uabsa,test,,,,24.9,,,,M-ABSA paper (published)
Gemma-2 zero-shot,published baseline,M-ABSA published result,phone,sw,Swahili,uabsa,test,,,,31.88,,,,M-ABSA paper (published)
Llama-3.1 zero-shot,published baseline,M-ABSA published result,phone,sw,Swahili,uabsa,test,,,,24.29,,,,M-ABSA paper (published)
Mistral zero-shot,published baseline,M-ABSA published result,phone,sw,Swahili,uabsa,test,,,,11.69,,,,M-ABSA paper (published)
Qwen-2.5 zero-shot,published baseline,M-ABSA published result,phone,sw,Swahili,uabsa,test,,,,15.5,,,,M-ABSA paper (published)
